nombreUbicacion,latitud,longitud,magnitudSismo,tsunami,volcan,pais,profundidadSismo,intensidad,fecha,muertesActualizadas,ordenCantidadMuertesActualizadas,lesionesActualizadas,ordenCantidadLesionesActualizadas,casasDanadasActualizadas,ordenCantidadCasasDanadasActualizadas,casasDestruidasActualizadas,ordenCantidadCasasDestruidasActualizadas,danosActualizados,ordenCantidadDanosActualizados
NICARAGUA:  MASAYA,11.884,-85.988,5.4,0,0,NICARAGUA,33.0,7.85655923740354,2000-07-06,7.0,1.0,42.0,1.0,1130.0,4.0,357.0,3.0,5.0,3.0
PERU:  PARURO PROVINCE,-13.843,-71.695,4.9,0,0,PERU,10.0,7.0,2014-09-28,8.0,1.0,6.0,1.0,101.0,3.0,106.0,3.0,0.5,1.0
TAIWAN:  MIALOI,24.3,120.8,6.0,0,0,TAIWAN,40.153361344537814,8.0,1935-04-20,3276.0,4.0,12053.0,4.0,1.0,3.0,17907.0,4.0,25.0,4.0
ALASKA PENINSULA,55.325,-157.841,8.2,1,0,USA,32.0,8.0,2021-07-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,24.4,102.5,5.5,0,0,CHINA,40.153361344537814,7.0,1939-09-19,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
CHINA:  HEBEI PROVINCE,37.35,114.92,7.4,0,0,CHINA,8.0,9.0,1966-03-07,101.0,3.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
BALKANS NW:  CROATIA,45.3,18.1,6.0,0,0,CROATIA,32.0,8.0,1964-04-13,3.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CALIFORNIA:  LOMA PRIETA,37.036,-121.883,6.9,1,0,USA,19.0,9.0,1989-10-18,62.0,2.0,3757.0,4.0,1.0,3.0,101.0,3.0,5600.0,4.0
TAIWAN,25.0,121.5,5.5,0,0,TAIWAN,40.153361344537814,7.0,1881-09-25,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  HUNAN PROVINCE,29.3,111.7,6.5,0,0,CHINA,40.153361344537814,8.0,1631-08-14,1000.0,4.0,1.0,1.0,1.0,3.0,1000.0,4.0,25.0,4.0
CHINA:  GANSU PROVINCE,33.0,104.6,5.5,0,0,CHINA,40.153361344537814,7.0,1822-06-18,23.0,1.0,20.0,1.0,1.0,3.0,70.0,2.0,0.5,1.0
"KERMADEC ISLANDS:  S OF, RAOUL",-30.805,-178.095,7.2,1,0,NEW ZEALAND,34.0,7.85655923740354,2019-06-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY,40.8,29.0,6.5,1,0,TURKEY,40.153361344537814,10.0,1766-05-22,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.4,22.8,7.0,0,0,GREECE,40.153361344537814,10.0,1957-03-08,2.0,1.0,101.0,3.0,1.0,3.0,101.0,3.0,1.0,2.0
CALIFORNIA:  OWENS VALLEY,36.7,-118.1,7.8,1,0,USA,40.153361344537814,10.0,1872-03-26,27.0,1.0,56.0,2.0,1.0,3.0,52.0,2.0,0.25,1.0
"TURKEY:  VAN, ERCIS",39.196,43.444,6.0,0,0,TURKEY,15.0,8.0,1941-09-10,430.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI,-1.639,134.911,7.1,0,0,INDONESIA,10.0,8.0,1985-11-17,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"ITALY:  MARSICA, AVEZZANO, ABRUZZI",42.0,13.5,7.5,0,0,ITALY,10.0,11.0,1915-01-13,29978.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,60.0,4.0
"ITALY:  VISSO, USSITA",42.956,13.067,6.1,0,0,ITALY,10.0,7.0,2016-10-26,1.0,1.0,1.0,1.0,1001.0,4.0,101.0,3.0,25.0,4.0
"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,6.2,0,0,CONGO,11.0,7.85655923740354,2002-10-24,2.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
TURKMENISTAN:  KUM-DAG,39.042,48.714,4.6,0,0,TURKMENISTAN,33.0,5.0,1983-04-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,2.0
TURKEY:  GEMEREK,39.2,36.0,5.6,0,0,TURKEY,40.153361344537814,7.0,1914-05-28,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN,-7.5,153.7,7.7,0,0,PAPUA NEW GUINEA,60.0,7.85655923740354,1907-05-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ITALY:  VERONA,45.3,11.0,6.0,0,0,ITALY,40.153361344537814,7.85655923740354,1001-00-00,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
HAWAII,19.0,-155.0,6.8,1,0,USA,33.0,7.85655923740354,1908-09-21,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  JAVA:  GENTENG ISLAND,-7.2,114.0,6.0,1,0,INDONESIA,40.153361344537814,7.85655923740354,1843-02-07,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  NEW GUINEA:  IRIAN JAYA,-4.603,140.091,7.1,0,0,INDONESIA,33.0,7.85655923740354,1976-06-25,6000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
CHINA:  YUNNAN PROVINCE:  SIMAO,23.1,100.3,6.8,0,0,CHINA,40.153361344537814,8.0,1942-02-01,90.0,2.0,1000.0,4.0,1.0,3.0,1000.0,4.0,25.0,4.0
"TURKEY:  E, SENKAYA",40.545,42.403,5.3,0,0,TURKEY,60.0,7.85655923740354,1984-10-18,3.0,1.0,35.0,1.0,1.0,3.0,75000.0,4.0,5.0,3.0
"PERU:  MACA, CHIVAY, YANQUE",-15.679,-71.574,4.7,0,0,PERU,5.0,5.0,1991-07-23,92.0,2.0,30.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"TURKEY:  SOKE, AYDIN",37.5,27.0,6.8,0,0,TURKEY,40.153361344537814,9.0,1955-07-16,4.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
PERU,-11.9,-76.8,7.7,0,0,PERU,70.0,7.0,1897-09-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT",35.964,1.374,4.3,0,0,ALGERIA,10.0,7.85655923740354,1987-01-26,1.0,1.0,7.0,1.0,1.0,3.0,629.0,3.0,1.0,2.0
"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7.0,138.0,7.5,0,0,"MICRONESIA, FED. STATES OF",50.0,7.85655923740354,1912-09-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MYANMAR; INDIA:  ASSAM,26.0,95.5,7.0,0,0,MYANMAR (BURMA),120.0,7.85655923740354,1932-08-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
RUSSIA:  KURIL ISLANDS,50.5,157.0,7.5,1,0,RUSSIA,40.0,7.85655923740354,1742-11-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ARU ISLANDS,-6.0,134.5,7.6,0,0,INDONESIA,60.0,7.85655923740354,1943-11-06,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,23.7,102.7,6.0,0,0,CHINA,40.153361344537814,8.0,1934-01-12,1.0,1.0,14.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"ITALY:  SICILY, CALABRIA, CATANIA",37.333,15.167,6.0,1,1,ITALY,40.153361344537814,11.0,1693-01-09,60000.0,4.0,1.0,1.0,1.0,3.0,972.0,3.0,25.0,4.0
JAPAN:  NANKAIDO,33.2,134.8,8.4,1,1,JAPAN,40.153361344537814,7.85655923740354,1707-10-28,5000.0,4.0,1.0,1.0,1.0,3.0,77000.0,4.0,25.0,4.0
"INDONESIA:  N SULAWESI:  MENADO, TIKALA, TOMOHON",1.48,124.85,7.0,1,1,INDONESIA,40.153361344537814,9.0,1845-02-08,118.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  SAKURIJIMA,31.58,130.67,7.1,1,1,JAPAN,40.153361344537814,7.85655923740354,1914-01-12,63.0,1.0,112.0,3.0,1.0,3.0,2268.0,4.0,19.0,3.0
INDONESIA:  N. MOLUCCAS ISLANDS,1.0,126.25,8.0,1,1,INDONESIA,70.0,7.85655923740354,1889-09-06,1.0,1.0,1.0,1.0,1.0,1.0,51.0,2.0,1.0,2.0
VANUATU ISLANDS,-19.0,168.5,8.0,1,1,VANUATU,40.153361344537814,7.85655923740354,1878-02-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO:  CHIAPAS,17.25,-93.21,3.5,0,1,MEXICO,9.0,7.85655923740354,1982-03-28,1879.0,4.0,200.0,3.0,1.0,3.0,101.0,3.0,3.3,2.0
JAPAN:  HONSHU:  S. OF,31.529,140.213,5.7,1,1,JAPAN,10.0,7.85655923740354,2015-05-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU:  S. OF,31.394,140.131,5.6,1,1,JAPAN,10.0,7.85655923740354,2006-01-01,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.361,45.744,6.3,0,0,IRAN,18.0,7.85655923740354,2018-11-25,1.0,1.0,759.0,3.0,1.0,1.0,101.0,3.0,0.5,1.0
SOLOMON ISLANDS,-9.8,161.0,7.6,0,0,SOLOMON ISLANDS,60.0,7.85655923740354,1935-12-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  OOMI,35.4,136.3,6.9,1,0,JAPAN,33.0,7.85655923740354,1909-08-14,41.0,1.0,1.0,1.0,1.0,3.0,976.0,3.0,5.0,3.0
IRAN-IRAQ:  DAINAWAR,27.665,52.348,6.5,1,0,IRAN,40.153361344537814,7.85655923740354,1008-04-11,16000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,25.0,4.0
"IRAN:  MASHHAD, NEYSHABUR (NISHAPUR)",36.3,59.3,6.6,0,0,IRAN,40.153361344537814,8.0,1673-07-30,5600.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,6.6,0,0,PERU,62.0,7.85655923740354,2001-07-05,1.0,1.0,1.0,1.0,1.0,3.0,300.0,3.0,1.0,2.0
EAST PACIFIC RIDGE,-50.0,-115.0,6.1,1,0,PACIFIC OCEAN,40.153361344537814,7.85655923740354,1958-11-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO,18.324,-101.539,6.3,0,0,MEXICO,69.0,7.85655923740354,1999-06-21,1.0,1.0,1.0,1.0,1300.0,4.0,101.0,3.0,5.0,3.0
GUAM,12.686,144.98,7.0,0,0,USA TERRITORY,37.0,8.0,2001-10-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,7.0,0,0,JAPAN,68.0,7.85655923740354,2003-05-26,1.0,1.0,143.0,3.0,720.0,3.0,101.0,3.0,233.0,4.0
TAIWAN,22.5,122.3,7.5,1,0,TAIWAN,33.0,6.0,1972-01-25,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.5,1.0
CHINA:  HEBEI PROVINCE:  SHULU,37.717,115.217,5.7,0,0,CHINA,25.0,7.0,1967-12-02,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
CHINA:  YUNNAN PROVINCE,24.9,103.0,5.0,0,0,CHINA,40.153361344537814,6.0,1834-04-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
NEVADA:  CEDAR MOUNTAIN,38.7,-117.8,7.2,0,0,USA,40.153361344537814,12.0,1932-12-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SHANXI PROVINCE,38.0,112.5,5.0,0,0,CHINA,40.153361344537814,6.0,1957-06-10,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
INDONESIA: LABUHA,-1.065,127.343,6.1,0,0,INDONESIA,24.0,7.85655923740354,2007-05-29,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
MONTANA:  HELENA,46.6,-112.0,6.2,0,0,USA,40.153361344537814,8.0,1935-10-19,2.0,1.0,101.0,3.0,1.0,3.0,300.0,3.0,19.0,3.0
NEW ZEALAND:  W OF NORTH ISLAND,-46.675,165.707,7.5,0,0,NEW ZEALAND,33.0,5.0,1979-10-12,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SICHUAN PROVINCE,31.5,103.6,6.0,0,0,CHINA,40.153361344537814,8.0,1657-04-21,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
"SPAIN:  ARENAS DEL REY, VEGA, ALHAMA, MALAGA",36.95,-3.983,6.7,0,0,SPAIN,40.153361344537814,9.0,1884-12-25,745.0,3.0,1475.0,4.0,63616.0,4.0,4399.0,4.0,25.0,4.0
TANZANIA: RUKWA,-7.842,30.955,7.3,0,0,TANZANIA,40.153361344537814,7.85655923740354,1910-12-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15.0,-75.0,7.0,0,0,PERU,150.0,7.85655923740354,1960-01-15,63.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
JAPAN:  KUMANONADA,33.4,136.2,7.0,1,0,JAPAN,40.153361344537814,7.85655923740354,1360-11-22,101.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
ALASKA:  ANDREANOF ISLANDS,51.478,-176.847,7.3,1,0,USA,24.0,7.85655923740354,1996-06-10,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  HEBEI PROVINCE,40.5,115.5,5.0,0,0,CHINA,40.153361344537814,6.0,1956-12-31,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"IRAN:  BARDASKAN, KASHMAR",35.288,58.218,5.3,0,0,IRAN,33.0,7.85655923740354,2000-02-02,1.0,1.0,15.0,1.0,300.0,3.0,100.0,2.0,1.0,2.0
"TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA",37.931,28.574,5.5,0,0,TURKEY,5.0,7.85655923740354,1986-10-11,1.0,1.0,3.0,1.0,1.0,3.0,50.0,1.0,1.0,2.0
ALGERIA:  EL ASNAM,36.0,1.5,6.0,0,0,ALGERIA,40.153361344537814,10.0,1954-09-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDIA:  KHASPUR,24.55,92.524,5.1,0,0,INDIA,35.0,7.85655923740354,2005-02-15,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
MEXICO:  ACAPULCO,16.48,-98.22,7.5,1,0,MEXICO,50.0,5.0,1950-12-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
RUSSIA:  CHITA,56.2,116.4,7.6,0,0,RUSSIA,15.0,10.0,1957-06-27,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  HONSHU ISLAND,34.006,141.5,6.9,1,0,JAPAN,48.0,7.85655923740354,1984-09-18,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
COLOMBIA:  ANBOLEDAS,7.79,-72.61,6.1,0,0,COLOMBIA,15.0,9.0,1950-07-09,300.0,3.0,1000.0,4.0,101.0,3.0,101.0,3.0,20.0,3.0
TURKEY: VAN;  IRAN,38.482,44.367,6.0,0,0,IRAN,10.0,7.85655923740354,2020-02-23,10.0,1.0,60.0,2.0,600.0,3.0,255.0,3.0,1.0,2.0
CHINA:  JIANGSU PROVINCE,32.978,119.593,4.9,0,0,CHINA,10.0,7.85655923740354,2012-07-20,1.0,1.0,2.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
ECUADOR,-0.5,-80.5,7.3,0,0,ECUADOR,40.153361344537814,9.0,1956-01-16,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  SARAVAN,27.095,61.887,6.0,0,0,IRAN,54.0,7.85655923740354,2005-03-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
PAPUA NEW GUINEA:  N COAST,-3.5,142.5,7.5,0,0,PAPUA NEW GUINEA,60.0,7.85655923740354,1918-07-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  NEAR S COAST HONSHU:  NII-JIMA,34.319,139.26,6.1,1,0,JAPAN,10.0,7.85655923740354,2000-07-15,1.0,1.0,10.0,1.0,20.0,1.0,101.0,3.0,0.5,1.0
"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,6.6,0,0,JAPAN,10.0,7.85655923740354,2005-03-20,1.0,1.0,500.0,3.0,1.0,3.0,65.0,2.0,1.0,2.0
PHILIPPINES:  LUZON,14.0,122.0,7.8,0,0,PHILIPPINES,33.0,7.0,1901-12-14,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,5.7,0,0,CHINA,33.0,7.85655923740354,2006-04-19,1.0,1.0,1.0,1.0,1.0,3.0,51.0,2.0,0.5,1.0
CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,5.6,0,0,CHINA,10.0,3.0,2014-12-06,1.0,1.0,22.0,1.0,17000.0,4.0,434.0,3.0,1.0,2.0
"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,5.6,0,0,USA,13.0,6.0,2005-07-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
PERU:  LIMA,-11.652,-76.53,6.3,0,0,PERU,106.0,7.85655923740354,1993-04-18,6.0,1.0,1.0,1.0,1.0,3.0,30.0,1.0,0.5,1.0
CHINA:   YUNNAN PROVINCE,26.1,103.1,6.2,0,0,CHINA,40.153361344537814,7.85655923740354,1966-02-13,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,7.3,1,0,SOLOMON ISLANDS,33.0,7.85655923740354,2003-01-20,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  FLORES ISLAND:  EASTERN,-8.405,123.08,5.9,1,0,INDONESIA,33.0,7.85655923740354,1982-12-25,13.0,1.0,390.0,3.0,1.0,3.0,1875.0,4.0,1.45,2.0
TAIWAN:  HUALIEN,23.6,121.6,6.9,0,0,TAIWAN,33.0,5.0,1972-04-24,4.0,1.0,11.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495,5.0,0,0,COLOMBIA,43.0,7.85655923740354,2007-03-06,1.0,1.0,9.0,1.0,1.0,3.0,9.0,1.0,0.5,1.0
ECUADOR: GUAYAS,-2.04,-79.811,5.7,0,0,ECUADOR,73.0,5.0,2022-07-14,1.0,1.0,1.0,1.0,7.0,1.0,101.0,3.0,1.0,2.0
JAPAN:  KYUSHU,31.789,131.314,6.7,1,0,JAPAN,49.0,7.85655923740354,1996-12-02,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG",24.0,102.8,6.0,0,0,CHINA,40.153361344537814,8.0,1588-08-09,51.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
UKRAINE:  CRIMEA:  SEBASTOPOL,44.4,34.4,6.0,1,0,UKRAINE,27.0,7.0,1927-06-26,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  KYUSYU ISLAND,31.001,128.873,6.7,1,0,JAPAN,12.0,4.0,2015-11-13,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
GREECE:  TSOUKALADES-KALAMITSI (LEUKAS),38.5,20.5,6.4,0,0,GREECE,33.0,11.0,1948-06-30,6.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  NEAR E COAST HONSHU,37.2,141.7,7.6,1,0,JAPAN,30.0,7.85655923740354,1938-11-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
JAPAN:  N. HONSHU ISLAND,39.571,143.333,6.6,1,0,JAPAN,10.0,7.85655923740354,1989-10-29,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
TURKEY:  VAN,38.429,43.229,5.7,0,0,TURKEY,5.0,7.85655923740354,2011-11-09,40.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0
"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",44.663,149.3,7.9,1,0,RUSSIA,33.0,5.0,1995-12-03,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHILE:  EASTER ISLAND REGION,-22.118,-113.436,6.9,1,0,CHILE,10.0,7.85655923740354,1996-09-05,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  SHANXI PROVINCE,37.1,111.9,5.8,0,0,CHINA,40.153361344537814,7.0,1891-04-17,31.0,1.0,65.0,2.0,1.0,3.0,51.0,2.0,0.5,1.0
PAKISTAN:  MIRPUR DISTRICT,33.106,73.766,5.6,0,0,PAKISTAN,10.0,7.85655923740354,2019-09-24,39.0,1.0,746.0,3.0,5709.0,4.0,1756.0,4.0,17.0,3.0
RUSSIA:  KURIL ISLANDS,44.244,148.862,7.6,1,0,RUSSIA,33.0,6.0,1978-03-24,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
INDONESIA:  HALMAHERA,-1.258,127.98,6.8,1,0,INDONESIA,17.0,7.85655923740354,1994-10-08,1.0,1.0,52.0,2.0,500.0,3.0,101.0,3.0,1.0,2.0
TAIWAN:  NAN-TOU,23.843,121.225,6.4,0,0,TAIWAN,33.0,7.85655923740354,2000-06-10,2.0,1.0,36.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
"INDONESIA:  MANGOLE, MANADO, TALIABU",-2.071,124.891,7.7,1,0,INDONESIA,33.0,7.0,1998-11-29,41.0,1.0,107.0,3.0,1.0,3.0,1000.0,3.0,200.0,4.0
"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,6.1,1,0,NEW ZEALAND,6.0,7.85655923740354,2011-02-21,185.0,3.0,1500.0,4.0,1.0,3.0,100000.0,4.0,15000.0,4.0
JAPAN:  OFF FUKUSHIMA,37.4,142.6,7.0,1,0,JAPAN,33.0,7.85655923740354,1905-07-06,57.0,2.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  QUCHAN,37.3,58.3,5.6,0,0,IRAN,15.0,7.0,1871-12-23,2000.0,4.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
ITALY: NORCIA,42.84,13.11,6.6,0,0,ITALY,9.0,7.0,2016-10-30,2.0,1.0,20.0,1.0,1000.0,4.0,1.0,1.0,200.0,4.0
"VENEZUELA:  MERIDA,TOVAR; COLOMBIA: N SANTANDER",8.5,-71.7,8.2,0,0,VENEZUELA,20.0,9.0,1894-04-29,400.0,3.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",41.529,79.318,5.9,0,0,CHINA,29.0,7.85655923740354,1987-01-24,1.0,1.0,1.0,1.0,1.0,3.0,417.0,3.0,1.0,2.0
PERU,-13.7,-76.0,8.6,0,0,PERU,50.0,10.0,1716-02-11,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  GUANGDONG PROVINCE,19.9,110.5,7.5,1,0,CHINA,40.153361344537814,10.0,1605-07-13,2000.0,4.0,1.0,1.0,1000.0,4.0,1000.0,4.0,25.0,4.0
TURKEY:  IZMIR,38.4,26.9,7.0,1,0,TURKEY,40.153361344537814,10.0,1688-07-10,16000.0,4.0,1.0,1.0,101.0,3.0,101.0,3.0,5.0,3.0
JAPAN:  RYUKYU ISLANDS,27.0,130.0,7.9,1,0,JAPAN,60.0,7.85655923740354,1901-06-24,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,0.5,1.0
TAIWAN:  NE OF TAIWAN,25.0,123.0,7.7,0,0,TAIWAN,60.0,7.85655923740354,1917-07-04,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,7.6,1,0,PAPUA NEW GUINEA,55.0,7.0,1987-02-08,3.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,2.625,2.0
SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.349,4.0,0,0,SOUTH AFRICA,5.0,7.85655923740354,1990-10-18,10.0,1.0,6.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
IRAN:  BORAZJAN,29.32,51.31,5.8,0,0,IRAN,8.0,5.0,2013-11-28,8.0,1.0,200.0,3.0,1.0,1.0,250.0,3.0,1.0,2.0
IRAN:  TABRIZ,38.2,46.3,5.1,0,0,IRAN,15.0,7.0,1640-02-27,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
"PORTUGAL: LISBON, PORTO",34.5,-13.0,8.5,1,0,PORTUGAL,40.153361344537814,9.0,1761-03-30,25.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
CHINA:  GANSU PROVINCE,34.682,103.781,5.2,0,0,CHINA,10.0,7.85655923740354,2004-09-07,1.0,1.0,19.0,1.0,1.0,3.0,600.0,3.0,5.0,3.0
CHINA:  SICHUAN PROVINCE,32.7,103.7,6.8,0,0,CHINA,40.153361344537814,9.0,1960-11-09,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,5.0,3.0
NEW CALEDONIA:  LOYALTY ISLANDS,-21.697,169.149,6.7,1,0,NEW CALEDONIA,24.0,3.0,2017-10-31,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
PAPUA NEW GUINEA:  NEW BRITAIN,-6.5,148.5,7.3,0,0,PAPUA NEW GUINEA,33.0,7.85655923740354,1947-05-06,1.0,1.0,1.0,1.0,1.0,3.0,101.0,3.0,1.0,2.0
